logOdds	traingFreq	backgroundFreq	word
-0.55	0.0000	0.0000	dermatophytes
-0.55	0.0000	0.0000	trophozoite
-0.55	0.0000	0.0000	reinforcement
-0.55	0.0000	0.0000	jelly
-0.55	0.0000	0.0000	zeste
-0.55	0.0000	0.0000	musical
-0.55	0.0000	0.0000	panda
-0.55	0.0000	0.0000	strives
-0.55	0.0000	0.0000	mdgad
-0.55	0.0000	0.0000	acnb
-0.55	0.0000	0.0000	revister
-0.55	0.0000	0.0000	aneurysmal
-0.55	0.0000	0.0000	nffinder
-0.55	0.0000	0.0000	intside
-0.55	0.0000	0.0000	hmpv
-0.55	0.0000	0.0000	ceratocystis
-0.55	0.0000	0.0000	fmrfamide
-0.55	0.0000	0.0000	hlec
-0.55	0.0000	0.0000	charcot
-0.55	0.0000	0.0000	ustiloxins
-0.55	0.0000	0.0000	resolves
-0.55	0.0000	0.0000	kcnq
-0.55	0.0000	0.0000	dhfr
-0.55	0.0000	0.0000	slcam
-0.55	0.0000	0.0000	alpacas
-0.55	0.0000	0.0000	fwpv
-0.55	0.0000	0.0000	peptideatlas
-0.55	0.0000	0.0000	tfeb
-0.55	0.0000	0.0000	ppilp
-0.55	0.0000	0.0000	pumilio
-0.55	0.0000	0.0000	gapam
-0.55	0.0000	0.0000	gffd
-0.55	0.0000	0.0000	mapp
-0.55	0.0000	0.0000	immunologists
-0.55	0.0000	0.0000	proteobacterial
-0.55	0.0000	0.0000	persisted
-0.55	0.0000	0.0000	gavage
-0.55	0.0000	0.0000	ramp
-0.55	0.0000	0.0000	spred
-0.55	0.0000	0.0000	kinetoplastid
-0.55	0.0000	0.0000	ibin
-0.55	0.0000	0.0000	warning
-0.55	0.0000	0.0000	unipd
-0.55	0.0000	0.0000	cognitively
-0.55	0.0000	0.0000	pihelper
-0.55	0.0000	0.0000	wolf
-0.55	0.0000	0.0000	ybak
-0.55	0.0000	0.0000	macaque
-0.55	0.0000	0.0000	autolysis
-0.55	0.0000	0.0000	deepchek
-0.55	0.0000	0.0000	raas
-0.55	0.0000	0.0000	ares
-0.55	0.0000	0.0000	motile
-0.55	0.0000	0.0000	mirpub
-0.55	0.0000	0.0000	phyto
-0.55	0.0000	0.0000	phytohormone
-0.55	0.0000	0.0000	santa
-0.55	0.0000	0.0000	bioinformatical
-0.55	0.0000	0.0000	repdna
-0.55	0.0000	0.0000	ophthalmic
-0.55	0.0000	0.0000	gallinaceum
-0.55	0.0000	0.0000	excellence
-0.55	0.0000	0.0000	hemicellulose
-0.55	0.0000	0.0000	costamere
-0.55	0.0000	0.0000	primordial
-0.55	0.0000	0.0000	pepnovo
-0.55	0.0000	0.0000	formatt
-0.55	0.0000	0.0000	bent
-0.55	0.0000	0.0000	mcgill
-0.55	0.0000	0.0000	moments
-0.55	0.0000	0.0000	informing
-0.55	0.0000	0.0000	papd
-0.55	0.0000	0.0000	kawasaki
-0.55	0.0000	0.0000	scholarly
-0.55	0.0000	0.0000	indo
-0.55	0.0000	0.0000	rhinovirus
-0.55	0.0000	0.0000	adpkd
-0.55	0.0000	0.0000	hhsearch
-0.55	0.0000	0.0000	sinusoidal
-0.55	0.0000	0.0000	classrooms
-0.55	0.0000	0.0000	imposing
-0.55	0.0000	0.0000	milanc
-0.55	0.0000	0.0000	neuroimmune
-0.55	0.0000	0.0000	peptidomes
-0.55	0.0000	0.0000	coleoptera
-0.55	0.0000	0.0000	samsvm
-0.55	0.0000	0.0000	cellfatescout
-0.55	0.0000	0.0000	placebo
-0.55	0.0000	0.0000	exafp
-0.55	0.0000	0.0000	podophyllotoxin
-0.55	0.0000	0.0000	fgcz
-0.55	0.0000	0.0000	karger
-0.55	0.0000	0.0000	hyal
-0.55	0.0000	0.0000	oligodendroglioma
-0.55	0.0000	0.0000	retinol
-0.55	0.0000	0.0000	intimal
-0.55	0.0000	0.0000	neatfreq
-0.55	0.0000	0.0000	agtpbp
-0.55	0.0000	0.0000	nestly
-0.55	0.0000	0.0000	pinch
-0.55	0.0000	0.0000	bzips
-0.55	0.0000	0.0000	plnlncrbase
-0.55	0.0000	0.0000	elcox
-0.55	0.0000	0.0000	gsoa
-0.55	0.0000	0.0000	comments
-0.55	0.0000	0.0000	satrna
-0.55	0.0000	0.0000	tmrs
-0.55	0.0000	0.0000	oculocutaneous
-0.55	0.0000	0.0000	facial
-0.55	0.0000	0.0000	straw
-0.55	0.0000	0.0000	retroposition
-0.55	0.0000	0.0000	unikonts
-0.55	0.0000	0.0000	fructose
-0.55	0.0000	0.0000	afford
-0.55	0.0000	0.0000	valworkbench
-0.55	0.0000	0.0000	polyoma
-0.55	0.0000	0.0000	ercc
-0.55	0.0000	0.0000	metaboot
-0.55	0.0000	0.0000	unresponsive
-0.55	0.0000	0.0000	counselling
-0.55	0.0000	0.0000	clinprotools
-0.55	0.0000	0.0000	gess
-0.55	0.0000	0.0000	eudaimonic
-0.55	0.0000	0.0000	ambitious
-0.55	0.0000	0.0000	distmix
-0.55	0.0000	0.0000	athena
-0.55	0.0000	0.0000	taproot
-0.55	0.0000	0.0000	suspended
-0.55	0.0000	0.0000	archaella
-0.55	0.0000	0.0000	marmoratus
-0.55	0.0000	0.0000	ncrdeathdb
-0.55	0.0000	0.0000	aphid
-0.55	0.0000	0.0000	prada
-0.55	0.0000	0.0000	incisor
-0.55	0.0000	0.0000	mylitta
-0.55	0.0000	0.0000	cosmopolitan
-0.55	0.0000	0.0000	cofilin
-0.55	0.0000	0.0000	multimolecular
-0.55	0.0000	0.0000	overexpress
-0.55	0.0000	0.0000	plexus
-0.55	0.0000	0.0000	tablets
-0.55	0.0000	0.0000	osteopontin
-0.55	0.0000	0.0000	guanosine
-0.55	0.0000	0.0000	colletotrichum
-0.55	0.0000	0.0000	namptb
-0.55	0.0000	0.0000	urogenital
-0.55	0.0000	0.0000	iavs
-0.55	0.0000	0.0000	patho
-0.55	0.0000	0.0000	ether
-0.55	0.0000	0.0000	culminating
-0.55	0.0000	0.0000	pmpg
-0.55	0.0000	0.0000	secretions
-0.55	0.0000	0.0000	gdffd
-0.55	0.0000	0.0000	antistaphylococcal
-0.55	0.0000	0.0000	wells
-0.55	0.0000	0.0000	acari
-0.55	0.0000	0.0000	metabolized
-0.55	0.0000	0.0000	transfac
-0.55	0.0000	0.0000	lcrs
-0.55	0.0000	0.0000	triturus
-0.55	0.0000	0.0000	metalloproteases
-0.55	0.0000	0.0000	endplate
-0.55	0.0000	0.0000	counterfeits
-0.55	0.0000	0.0000	endothelin
-0.55	0.0000	0.0000	chelators
-0.55	0.0000	0.0000	acceptors
-0.55	0.0000	0.0000	revert
-0.55	0.0000	0.0000	occupied
-0.55	0.0000	0.0000	prominence
-0.55	0.0000	0.0000	cosegregation
-0.55	0.0000	0.0000	arbuscular
-0.55	0.0000	0.0000	liaoning
-0.55	0.0000	0.0000	listening
-0.55	0.0000	0.0000	pparg
-0.55	0.0000	0.0000	immunodiagnosis
-0.55	0.0000	0.0000	spbau
-0.55	0.0000	0.0000	analyzers
-0.55	0.0000	0.0000	cotransfected
-0.55	0.0000	0.0000	forcing
-0.55	0.0000	0.0000	interrelationship
-0.55	0.0000	0.0000	angucycline
-0.55	0.0000	0.0000	transection
-0.55	0.0000	0.0000	surfactant
-0.55	0.0000	0.0000	propeller
-0.55	0.0000	0.0000	concludes
-0.55	0.0000	0.0000	citation
-0.55	0.0000	0.0000	office
-0.55	0.0000	0.0000	parity
-0.55	0.0000	0.0000	shrec
-0.55	0.0000	0.0000	competitor
-0.55	0.0000	0.0000	agrochemical
-0.55	0.0000	0.0000	games
-0.55	0.0000	0.0000	award
-0.55	0.0000	0.0000	intent
-0.55	0.0000	0.0000	deciphered
-0.55	0.0000	0.0000	serology
-0.55	0.0000	0.0000	eradicate
-0.55	0.0000	0.0000	philosophy
-0.55	0.0000	0.0000	normalize
-0.55	0.0000	0.0000	systolic
-0.55	0.0000	0.0000	karyotype
-0.55	0.0000	0.0000	gastrocnemius
-0.55	0.0000	0.0000	interactor
-0.55	0.0000	0.0000	kimura
-0.55	0.0000	0.0000	flavivirus
-0.55	0.0000	0.0000	gbrowse
-0.55	0.0000	0.0000	channelrhodopsins
-0.55	0.0000	0.0000	mitigates
-0.55	0.0000	0.0000	carcinogen
-0.55	0.0000	0.0000	toxicants
-0.55	0.0000	0.0000	concierge
-0.55	0.0000	0.0000	neuroproteomics
-0.55	0.0000	0.0000	nitrous
-0.55	0.0000	0.0000	openspecimen
-0.55	0.0000	0.0000	mirnata
-0.55	0.0000	0.0000	manifesting
-0.55	0.0000	0.0000	fluctuating
-0.55	0.0000	0.0000	bifida
-0.55	0.0000	0.0000	homoeostasis
-0.55	0.0000	0.0000	technicians
-0.55	0.0000	0.0000	mzqlibrary
-0.55	0.0000	0.0000	ibrowser
-0.55	0.0000	0.0000	sdha
-0.55	0.0000	0.0000	saltwater
-0.55	0.0000	0.0000	rmip
-0.55	0.0000	0.0000	vulgare
-0.55	0.0000	0.0000	mystery
-0.55	0.0000	0.0000	zmpyl
-0.55	0.0000	0.0000	htgs
-0.55	0.0000	0.0000	cisexpress
-0.55	0.0000	0.0000	nanoflow
-0.55	0.0000	0.0000	maxillary
-0.55	0.0000	0.0000	safensis
-0.55	0.0000	0.0000	ggnbp
-0.55	0.0000	0.0000	chipseq
-0.55	0.0000	0.0000	nurd
-0.55	0.0000	0.0000	clinvar
-0.55	0.0000	0.0000	menopausal
-0.55	0.0000	0.0000	protons
-0.55	0.0000	0.0000	preferring
-0.55	0.0000	0.0000	bckdhb
-0.55	0.0000	0.0000	superimposition
-0.55	0.0000	0.0000	mirecords
-0.55	0.0000	0.0000	dirichlet
-0.55	0.0000	0.0000	vitronectin
-0.55	0.0000	0.0000	enteroviruses
-0.55	0.0000	0.0000	fadu
-0.55	0.0000	0.0000	comparator
-0.55	0.0000	0.0000	empower
-0.55	0.0000	0.0000	intersecting
-0.55	0.0000	0.0000	proteoform
-0.55	0.0000	0.0000	oprk
-0.55	0.0000	0.0000	tenet
-0.55	0.0000	0.0000	sheepgrass
-0.55	0.0000	0.0000	claimed
-0.55	0.0000	0.0000	mupit
-0.55	0.0000	0.0000	cisra
-0.55	0.0000	0.0000	actinomycete
-0.55	0.0000	0.0000	phytopathogens
-0.55	0.0000	0.0000	thrive
-0.55	0.0000	0.0000	underexplored
-0.55	0.0000	0.0000	rppapipe
-0.55	0.0000	0.0000	vaginosis
-0.55	0.0000	0.0000	abstinence
-0.55	0.0000	0.0000	piqmie
-0.55	0.0000	0.0000	mmvd
-0.55	0.0000	0.0000	dideoxy
-0.55	0.0000	0.0000	pipasic
-0.55	0.0000	0.0000	myelination
-0.55	0.0000	0.0000	immunoproteomics
-0.55	0.0000	0.0000	sewage
-0.55	0.0000	0.0000	saos
-0.55	0.0000	0.0000	arhl
-0.55	0.0000	0.0000	endothelialization
-0.55	0.0000	0.0000	aftrrad
-0.55	0.0000	0.0000	topfed
-0.55	0.0000	0.0000	pericytic
-0.55	0.0000	0.0000	discriminates
-0.55	0.0000	0.0000	neurodevelopment
-0.55	0.0000	0.0000	ridge
-0.55	0.0000	0.0000	dcry
-0.55	0.0000	0.0000	chippcr
-0.55	0.0000	0.0000	preliminarily
-0.55	0.0000	0.0000	demirnas
-0.55	0.0000	0.0000	acetyltransferases
-0.55	0.0000	0.0000	oysters
-0.55	0.0000	0.0000	biosamples
-0.55	0.0000	0.0000	musculature
-0.55	0.0000	0.0000	ipmc
-0.55	0.0000	0.0000	biocurators
-0.55	0.0000	0.0000	aquificae
-0.55	0.0000	0.0000	senses
-0.55	0.0000	0.0000	capacitated
-0.55	0.0000	0.0000	irefweb
-0.55	0.0000	0.0000	syncytial
-0.55	0.0000	0.0000	crot
-0.55	0.0000	0.0000	backup
-0.55	0.0000	0.0000	demethylating
-0.55	0.0000	0.0000	abroad
-0.55	0.0000	0.0000	aneuploid
-0.55	0.0000	0.0000	terrified
-0.55	0.0000	0.0000	binuclear
-0.55	0.0000	0.0000	lipogenic
-0.55	0.0000	0.0000	paradigmatic
-0.55	0.0000	0.0000	combating
-0.55	0.0000	0.0000	ctfad
-0.55	0.0000	0.0000	sods
-0.55	0.0000	0.0000	castellanii
-0.55	0.0000	0.0000	geno
-0.55	0.0000	0.0000	peter
-0.55	0.0000	0.0000	atexo
-0.55	0.0000	0.0000	prpp
-0.55	0.0000	0.0000	okvar
-0.55	0.0000	0.0000	emissions
-0.55	0.0000	0.0000	bicolor
-0.55	0.0000	0.0000	templated
-0.55	0.0000	0.0000	forge
-0.55	0.0000	0.0000	glutamyl
-0.55	0.0000	0.0000	pconsc
-0.55	0.0000	0.0000	clemson
-0.55	0.0000	0.0000	yunnan
-0.55	0.0000	0.0000	vigs
-0.55	0.0000	0.0000	siniperca
-0.55	0.0000	0.0000	conotoxins
-0.55	0.0000	0.0000	dystrophic
-0.55	0.0000	0.0000	paralysis
-0.55	0.0000	0.0000	rnaset
-0.55	0.0000	0.0000	ebardenovo
-0.55	0.0000	0.0000	detraining
-0.55	0.0000	0.0000	numbered
-0.55	0.0000	0.0000	perennial
-0.55	0.0000	0.0000	milb
-0.55	0.0000	0.0000	neurobiological
-0.55	0.0000	0.0000	wustl
-0.55	0.0000	0.0000	aivs
-0.55	0.0000	0.0000	oprl
-0.55	0.0000	0.0000	bfgf
-0.55	0.0000	0.0000	banks
-0.55	0.0000	0.0000	grhl
-0.55	0.0000	0.0000	obsolete
-0.55	0.0000	0.0000	methylc
-0.55	0.0000	0.0000	interevscore
-0.55	0.0000	0.0000	matt
-0.55	0.0000	0.0000	specialised
-0.55	0.0000	0.0000	entomopathogenic
-0.55	0.0000	0.0000	circulans
-0.55	0.0000	0.0000	otes
-0.55	0.0000	0.0000	fibrillin
-0.55	0.0000	0.0000	micronutrient
-0.55	0.0000	0.0000	bursty
-0.55	0.0000	0.0000	hpmuts
-0.55	0.0000	0.0000	axin
-0.55	0.0000	0.0000	pipe
-0.55	0.0000	0.0000	fertilized
-0.55	0.0000	0.0000	ancillary
-0.55	0.0000	0.0000	apetala
-0.55	0.0000	0.0000	superalignment
-0.55	0.0000	0.0000	epidemiologists
-0.55	0.0000	0.0000	ashbya
-0.55	0.0000	0.0000	easystrata
-0.55	0.0000	0.0000	zeaxanthin
-0.55	0.0000	0.0000	colombia
-0.55	0.0000	0.0000	reposition
-0.55	0.0000	0.0000	aromatase
-0.55	0.0000	0.0000	sinusitis
-0.55	0.0000	0.0000	carboxylic
-0.55	0.0000	0.0000	nephrotic
-0.55	0.0000	0.0000	glucanase
-0.55	0.0000	0.0000	spinocerebellar
-0.55	0.0000	0.0000	conspecific
-0.55	0.0000	0.0000	dcgor
-0.55	0.0000	0.0000	resveratrol
-0.55	0.0000	0.0000	cadasil
-0.55	0.0000	0.0000	lassa
-0.55	0.0000	0.0000	unanticipated
-0.55	0.0000	0.0000	genecost
-0.55	0.0000	0.0000	lewis
-0.55	0.0000	0.0000	methanesulfonate
-0.55	0.0000	0.0000	preventable
-0.55	0.0000	0.0000	multiglycan
-0.55	0.0000	0.0000	bsom
-0.55	0.0000	0.0000	colloidal
-0.55	0.0000	0.0000	ipad
-0.55	0.0000	0.0000	allium
-0.55	0.0000	0.0000	curb
-0.55	0.0000	0.0000	apoer
-0.55	0.0000	0.0000	leprel
-0.55	0.0000	0.0000	damages
-0.55	0.0000	0.0000	definite
-0.55	0.0000	0.0000	thermophilus
-0.55	0.0000	0.0000	luminescence
-0.55	0.0000	0.0000	xyloglucan
-0.55	0.0000	0.0000	pyridoxal
-0.55	0.0000	0.0000	unsuspected
-0.55	0.0000	0.0000	bavm
-0.55	0.0000	0.0000	immunoassay
-0.55	0.0000	0.0000	sulfatase
-0.55	0.0000	0.0000	enterocytes
-0.55	0.0000	0.0000	exocyst
-0.55	0.0000	0.0000	helsinki
-0.55	0.0000	0.0000	posa
-0.55	0.0000	0.0000	luciferases
-0.55	0.0000	0.0000	dsviadrm
-0.55	0.0000	0.0000	dictate
-0.55	0.0000	0.0000	contaminant
-0.55	0.0000	0.0000	exoa
-0.55	0.0000	0.0000	bisphosphonate
-0.55	0.0000	0.0000	nonsurvivors
-0.55	0.0000	0.0000	triplets
-0.55	0.0000	0.0000	fbln
-0.55	0.0000	0.0000	penton
-0.55	0.0000	0.0000	canertinib
-0.55	0.0000	0.0000	dach
-0.55	0.0000	0.0000	unipept
-0.55	0.0000	0.0000	tudelft
-0.55	0.0000	0.0000	bobro
-0.55	0.0000	0.0000	puzzles
-0.55	0.0000	0.0000	rigor
-0.55	0.0000	0.0000	ankrd
-0.55	0.0000	0.0000	spxs
-0.55	0.0000	0.0000	plagued
-0.55	0.0000	0.0000	mias
-0.55	0.0000	0.0000	sialyltransferase
-0.55	0.0000	0.0000	mocr
-0.55	0.0000	0.0000	cystatin
-0.55	0.0000	0.0000	relief
-0.55	0.0000	0.0000	striatellus
-0.55	0.0000	0.0000	mimetic
-0.55	0.0000	0.0000	mycelia
-0.55	0.0000	0.0000	prognostically
-0.55	0.0000	0.0000	timescale
-0.55	0.0000	0.0000	collects
-0.55	0.0000	0.0000	firmly
-0.55	0.0000	0.0000	beat
-0.55	0.0000	0.0000	bcatm
-0.55	0.0000	0.0000	superlink
-0.55	0.0000	0.0000	epimerization
-0.55	0.0000	0.0000	realignment
-0.55	0.0000	0.0000	hmec
-0.55	0.0000	0.0000	arsenate
-0.55	0.0000	0.0000	phrdv
-0.55	0.0006	0.0009	mass
-0.54	0.0002	0.0003	machine
-0.54	0.0002	0.0003	lack
-0.52	0.0002	0.0003	particularly
-0.52	0.0006	0.0009	supplementary
-0.50	0.0004	0.0006	domains
-0.49	0.0002	0.0003	treated
-0.48	0.0002	0.0003	uses
-0.48	0.0002	0.0003	systematic
-0.47	0.0002	0.0003	compounds
-0.47	0.0002	0.0003	predicting
-0.47	0.0002	0.0003	investigation
-0.46	0.0000	0.0000	olfaction
-0.46	0.0000	0.0000	zygosity
-0.46	0.0000	0.0000	broth
-0.46	0.0000	0.0000	bespoke
-0.46	0.0000	0.0000	brwd
-0.46	0.0000	0.0000	reactivities
-0.46	0.0000	0.0000	hinxton
-0.46	0.0000	0.0000	chimaerins
-0.46	0.0000	0.0000	anchovy
-0.46	0.0000	0.0000	retail
-0.46	0.0000	0.0000	neurochemical
-0.46	0.0000	0.0000	cellobiose
-0.46	0.0000	0.0000	tetrasaccharide
-0.46	0.0000	0.0000	tibetan
-0.46	0.0000	0.0000	valence
-0.46	0.0000	0.0000	mubii
-0.46	0.0000	0.0000	emotional
-0.46	0.0000	0.0000	chemoenzymatic
-0.46	0.0000	0.0000	crebbp
-0.46	0.0000	0.0000	hpai
-0.46	0.0000	0.0000	cobra
-0.46	0.0000	0.0000	aarss
-0.46	0.0000	0.0000	lethals
-0.46	0.0000	0.0000	dendrimers
-0.46	0.0000	0.0000	polyproline
-0.46	0.0000	0.0000	drugon
-0.46	0.0000	0.0000	volvulus
-0.46	0.0000	0.0000	museum
-0.46	0.0000	0.0000	radixhap
-0.46	0.0000	0.0000	pathogenomics
-0.46	0.0000	0.0000	miscarriages
-0.46	0.0000	0.0000	orthodox
-0.46	0.0000	0.0000	methylations
-0.46	0.0000	0.0000	deoxyloganic
-0.46	0.0000	0.0000	molluscan
-0.46	0.0000	0.0000	hunting
-0.46	0.0000	0.0000	extender
-0.46	0.0000	0.0000	mirpipe
-0.46	0.0000	0.0000	imrt
-0.46	0.0000	0.0000	alpl
-0.46	0.0000	0.0000	borna
-0.46	0.0000	0.0000	osml
-0.46	0.0000	0.0000	parenchymal
-0.46	0.0000	0.0000	monotonic
-0.46	0.0000	0.0000	blocker
-0.46	0.0000	0.0000	metatranscriptome
-0.46	0.0000	0.0000	esms
-0.46	0.0000	0.0000	phenotypically
-0.46	0.0000	0.0000	hemocytes
-0.46	0.0000	0.0000	rams
-0.46	0.0000	0.0000	pistol
-0.46	0.0000	0.0000	rural
-0.46	0.0000	0.0000	medulla
-0.46	0.0000	0.0000	ferm
-0.46	0.0000	0.0000	erythropoietin
-0.46	0.0000	0.0000	guanidinium
-0.46	0.0000	0.0000	larici
-0.46	0.0000	0.0000	traces
-0.46	0.0000	0.0000	rescuing
-0.46	0.0000	0.0000	anatomic
-0.46	0.0000	0.0000	polyecg
-0.46	0.0000	0.0000	naphthonate
-0.46	0.0000	0.0000	lmna
-0.46	0.0000	0.0000	gboost
-0.46	0.0000	0.0000	dozen
-0.46	0.0000	0.0000	vegetables
-0.46	0.0000	0.0000	ceftriaxone
-0.46	0.0000	0.0000	harbours
-0.46	0.0000	0.0000	deinococcus
-0.46	0.0000	0.0000	leukoencephalopathy
-0.46	0.0000	0.0000	aegyptin
-0.46	0.0000	0.0000	dimorphism
-0.46	0.0000	0.0000	camellia
-0.46	0.0000	0.0000	momentum
-0.46	0.0000	0.0000	becker
-0.46	0.0000	0.0000	nutrimetabolomics
-0.46	0.0000	0.0000	revolutionised
-0.46	0.0000	0.0000	xyli
-0.46	0.0000	0.0000	butyl
-0.46	0.0000	0.0000	strongyloides
-0.46	0.0000	0.0000	odontoblast
-0.46	0.0000	0.0000	wheel
-0.46	0.0000	0.0000	nmnat
-0.46	0.0000	0.0000	lectures
-0.46	0.0000	0.0000	verocytotoxin
-0.46	0.0000	0.0000	pfeiffer
-0.46	0.0000	0.0000	cgmisc
-0.46	0.0000	0.0000	spiny
-0.46	0.0000	0.0000	upgrades
-0.46	0.0000	0.0000	tldas
-0.46	0.0000	0.0000	asking
-0.46	0.0000	0.0000	feeds
-0.46	0.0000	0.0000	guinea
-0.46	0.0000	0.0000	vero
-0.46	0.0000	0.0000	pentapeptide
-0.46	0.0000	0.0000	fungorum
-0.46	0.0000	0.0000	german
-0.46	0.0000	0.0000	metapathways
-0.46	0.0000	0.0000	wtsn
-0.46	0.0000	0.0000	slod
-0.46	0.0000	0.0000	bluesnp
-0.46	0.0000	0.0000	enam
-0.46	0.0000	0.0000	puma
-0.46	0.0000	0.0000	prkad
-0.46	0.0000	0.0000	impulsivity
-0.46	0.0000	0.0000	composing
-0.46	0.0000	0.0000	domestica
-0.46	0.0000	0.0000	truffle
-0.46	0.0000	0.0000	camk
-0.46	0.0000	0.0000	scaffmatch
-0.46	0.0000	0.0000	oncocytes
-0.46	0.0000	0.0000	semg
-0.46	0.0000	0.0000	metastable
-0.46	0.0000	0.0000	skewed
-0.46	0.0000	0.0000	condense
-0.46	0.0000	0.0000	bioavailability
-0.46	0.0000	0.0000	tamr
-0.46	0.0000	0.0000	epilepticus
-0.46	0.0000	0.0000	molting
-0.46	0.0000	0.0000	tokyo
-0.46	0.0000	0.0000	ipsilateral
-0.46	0.0000	0.0000	understandable
-0.46	0.0000	0.0000	terminomics
-0.46	0.0000	0.0000	phosphates
-0.46	0.0000	0.0000	genenames
-0.46	0.0000	0.0000	epimastigotes
-0.46	0.0000	0.0000	collapsing
-0.46	0.0000	0.0000	zhong
-0.46	0.0000	0.0000	announced
-0.46	0.0000	0.0000	dleu
-0.46	0.0000	0.0000	biomed
-0.46	0.0000	0.0000	tunisian
-0.46	0.0000	0.0000	tipr
-0.46	0.0000	0.0000	pinpoints
-0.46	0.0000	0.0000	leucocytes
-0.46	0.0000	0.0000	oval
-0.46	0.0000	0.0000	rupture
-0.46	0.0000	0.0000	oxygenation
-0.46	0.0000	0.0000	proteocloud
-0.46	0.0000	0.0000	ribonucleotide
-0.46	0.0000	0.0000	proofreading
-0.46	0.0000	0.0000	unspecific
-0.46	0.0000	0.0000	arginylation
-0.46	0.0000	0.0000	esrd
-0.46	0.0000	0.0000	catalyses
-0.46	0.0000	0.0000	percolator
-0.46	0.0000	0.0000	tllhpi
-0.46	0.0000	0.0000	discharge
-0.46	0.0000	0.0000	xyls
-0.46	0.0000	0.0000	csbio
-0.46	0.0000	0.0000	rubisco
-0.46	0.0000	0.0000	stains
-0.46	0.0000	0.0000	hypothome
-0.46	0.0000	0.0000	glandular
-0.46	0.0000	0.0000	hydroxyproline
-0.46	0.0000	0.0000	relocation
-0.46	0.0000	0.0000	ocbl
-0.46	0.0000	0.0000	wsdl
-0.46	0.0000	0.0000	alleviates
-0.46	0.0000	0.0000	terrace
-0.46	0.0000	0.0000	chlorophytes
-0.46	0.0000	0.0000	crossroads
-0.46	0.0000	0.0000	polyphenol
-0.46	0.0000	0.0000	necessitated
-0.46	0.0000	0.0000	assesses
-0.46	0.0000	0.0000	keeps
-0.46	0.0000	0.0000	cgat
-0.46	0.0000	0.0000	notorious
-0.46	0.0000	0.0000	secis
-0.46	0.0000	0.0000	cernas
-0.46	0.0000	0.0000	bacteremia
-0.46	0.0000	0.0000	pharmacy
-0.46	0.0000	0.0000	unselected
-0.46	0.0000	0.0000	filariasis
-0.46	0.0000	0.0000	postdischarge
-0.46	0.0000	0.0000	rays
-0.46	0.0000	0.0000	blcs
-0.46	0.0000	0.0000	netgestalt
-0.46	0.0000	0.0000	copa
-0.46	0.0000	0.0000	arduous
-0.46	0.0000	0.0000	staggering
-0.46	0.0000	0.0000	ramchandran
-0.46	0.0000	0.0000	peritonitis
-0.46	0.0000	0.0000	mafco
-0.46	0.0000	0.0000	hatchet
-0.46	0.0000	0.0000	hong
-0.46	0.0000	0.0000	efindsite
-0.46	0.0000	0.0000	cellaging
-0.46	0.0000	0.0000	rogercresseyi
-0.46	0.0000	0.0000	panicle
-0.46	0.0000	0.0000	knockdowns
-0.46	0.0000	0.0000	underexpression
-0.46	0.0000	0.0000	catagen
-0.46	0.0000	0.0000	psicov
-0.46	0.0000	0.0000	notwithstanding
-0.46	0.0000	0.0000	attitudes
-0.46	0.0000	0.0000	incurring
-0.46	0.0000	0.0000	footprinting
-0.46	0.0000	0.0000	heteromerization
-0.46	0.0000	0.0000	ihiw
-0.46	0.0000	0.0000	brosme
-0.46	0.0000	0.0000	lyme
-0.46	0.0000	0.0000	leptospirosis
-0.46	0.0000	0.0000	dreb
-0.46	0.0000	0.0000	rearing
-0.46	0.0000	0.0000	hdacs
-0.46	0.0000	0.0000	lagrangian
-0.46	0.0000	0.0000	midae
-0.46	0.0000	0.0000	cotps
-0.46	0.0000	0.0000	multicenter
-0.46	0.0000	0.0000	succinylated
-0.46	0.0000	0.0000	flavors
-0.46	0.0000	0.0000	psychrotrophic
-0.46	0.0000	0.0000	dirofilaria
-0.46	0.0000	0.0000	secrets
-0.46	0.0000	0.0000	widow
-0.46	0.0000	0.0000	biogenic
-0.46	0.0000	0.0000	allpaths
-0.46	0.0000	0.0000	vulnerability
-0.46	0.0000	0.0000	invalidate
-0.46	0.0000	0.0000	canvases
-0.46	0.0000	0.0000	clinician
-0.46	0.0000	0.0000	laparoscopic
-0.46	0.0000	0.0000	jepegmix
-0.46	0.0000	0.0000	evolutionally
-0.46	0.0000	0.0000	disseminate
-0.46	0.0000	0.0000	contractures
-0.46	0.0000	0.0000	utilisation
-0.46	0.0000	0.0000	ruby
-0.46	0.0000	0.0000	phylogeography
-0.46	0.0000	0.0000	trimethylation
-0.46	0.0000	0.0000	slco
-0.46	0.0000	0.0000	atopic
-0.46	0.0000	0.0000	orthoreoviruses
-0.46	0.0000	0.0000	nicu
-0.46	0.0000	0.0000	adjacency
-0.46	0.0000	0.0000	pmim
-0.46	0.0000	0.0000	seminiferous
-0.46	0.0000	0.0000	ttsps
-0.46	0.0000	0.0000	alphabets
-0.46	0.0000	0.0000	ehrs
-0.46	0.0000	0.0000	mongolicus
-0.46	0.0000	0.0000	retard
-0.46	0.0000	0.0000	hippocampi
-0.46	0.0000	0.0000	ngstools
-0.46	0.0000	0.0000	pmps
-0.46	0.0000	0.0000	reversing
-0.46	0.0000	0.0000	contacting
-0.46	0.0000	0.0000	blaoxa
-0.46	0.0000	0.0000	podocyte
-0.46	0.0000	0.0000	cachexia
-0.46	0.0000	0.0000	ptid
